Date_Reported,Time_Committed,Weather_Conditions,Barangay,Address,Type_of_Place,VTA_Category,Victim_Killed,Victim_Injured,Victim_Unharmed,Main_Cause,Details_of_Main_Cause,Case_Status,Road_Conditions,Day_Period,Traffic_Volume
1/21/2016,10:10:00 AM,foggy,DONTOGAN,"Barangay DONTOGAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Morning,266
1/21/2016,10:30:00 AM,clear,DONTOGAN,"Barangay DONTOGAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Morning,595
1/21/2016,11:30:00 PM,rainy,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),wet,Evening,770
1/22/2016,4:20:00 PM,foggy,SCOUT BARRIO,"Barangay SCOUT BARRIO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Afternoon,354
1/22/2016,10:30:00 PM,rainy,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Evening,445
1/23/2016,10:00:00 AM,clear,"MAGSAYSAY, LOWER","Barangay MAGSAYSAY, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Morning,230
1/23/2016,9:30:00 PM,foggy,BURNHAM-LEGARDA,"Barangay BURNHAM-LEGARDA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),damp,Evening,966
1/23/2016,9:30:00 PM,clear,SANTO ROSARIO,"Barangay SANTO ROSARIO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Evening,743
1/23/2016,10:00:00 AM,rainy,GIBRALTAR,"Barangay GIBRALTAR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Morning,674
1/23/2016,9:45:00 AM,foggy,BROOKSIDE,"Barangay BROOKSIDE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Morning,208
1/23/2016,7:30:00 PM,clear,QUEZON HILL PROPER,"Barangay QUEZON HILL PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),dry,Evening,80
1/24/2016,8:00:00 PM,rainy,OLD LUCBAN HAPPY HOMES,"Barangay OLD LUCBAN HAPPY HOMES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,No,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Evening,505
1/25/2016,6:00:00 PM,foggy,BAKAKENG NORTE/SUR,"Barangay BAKAKENG NORTE/SUR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Evening,185
1/25/2016,11:30:00 AM,rainy,BROOKSIDE,"Barangay BROOKSIDE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),wet,Morning,285
1/26/2016,7:47:00 AM,clear,CAMP 8,"Barangay CAMP 8, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Morning,863
1/26/2016,11:30:00 AM,rainy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,196
1/27/2016,6:45:00 AM,rainy,IMELDA BARANGAY,"Barangay IMELDA BARANGAY, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Morning,506
1/27/2016,11:10:00 AM,clear,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Morning,99
1/27/2016,7:25:00 AM,foggy,CAMP 8,"Barangay CAMP 8, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Morning,26
1/27/2016,8:00:00 PM,clear,BAKAKENG NORTE/SUR,"Barangay BAKAKENG NORTE/SUR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Evening,150
1/27/2016,10:40:00 PM,rainy,SANTO TOMAS PROPER,"Barangay SANTO TOMAS PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Blocked Intersection,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Evening,36
1/27/2016,4:00:00 PM,foggy,BROOKSIDE,"Barangay BROOKSIDE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Afternoon,879
1/27/2016,5:10:00 PM,rainy,LOURDES SUBDIVISION EXTENSION,"Barangay LOURDES SUBDIVISION EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Evening,422
1/27/2016,4:30:00 PM,clear,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Afternoon,89
1/28/2016,11:30:00 AM,foggy,DIZON SUBDIVISION,"Barangay DIZON SUBDIVISION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Morning,606
1/28/2016,2:00:00 PM,clear,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Traffic Congestion,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Afternoon,232
1/28/2016,3:45:00 AM,rainy,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Morning,332
1/28/2016,1:00:00 PM,foggy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),damp,Afternoon,650
1/28/2016,8:14:00 AM,clear,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Morning,632
1/29/2016,3:00:00 PM,rainy,OLD LUCBAN HAPPY HOMES,"Barangay OLD LUCBAN HAPPY HOMES, Baguio City, Benguet, Philippines",Parking Area,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Afternoon,561
1/29/2016,11:40:00 AM,foggy,DIZON SUBDIVISION,"Barangay DIZON SUBDIVISION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,No,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Morning,822
1/29/2016,5:00:00 PM,rainy,OLD LUCBAN HAPPY HOMES,"Barangay OLD LUCBAN HAPPY HOMES, Baguio City, Benguet, Philippines",Residential ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Evening,836
1/29/2016,12:00:00 PM,clear,BROOKSIDE,"Barangay BROOKSIDE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Afternoon,334
1/30/2016,7:50:00 AM,foggy,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Morning,120
1/30/2016,2:45:00 PM,rainy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Afternoon,967
1/30/2016,10:45:00 AM,clear,QUEZON HILL PROPER,"Barangay QUEZON HILL PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Morning,279
1/30/2016,3:45:00 PM,foggy,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Afternoon,786
1/31/2016,3:00:00 PM,clear,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Parking Area,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Afternoon,89
1/31/2016,2:20:00 PM,rainy,SCOUT BARRIO,"Barangay SCOUT BARRIO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Afternoon,551
1/31/2016,7:30:00 PM,foggy,PACDAL,"Barangay PACDAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Evening,45
1/31/2016,7:40:00 PM,rainy,BAYAN PARK VILLAGE,"Barangay BAYAN PARK VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,No,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),wet,Evening,187
1/31/2016,9:30:00 PM,clear,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),dry,Evening,566
2/1/2016,3:00:00 PM,foggy,PINGET,"Barangay PINGET, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Afternoon,436
2/1/2016,2:30:00 PM,rainy,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,No,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Afternoon,931
2/1/2016,7:00:00 PM,rainy,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Evening,540
2/1/2016,10:45:00 AM,foggy,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Morning,992
2/2/2016,5:15:00 AM,clear,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Morning,564
2/2/2016,11:50:00 AM,rainy,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),wet,Morning,90
2/2/2016,5:00:00 PM,foggy,FAIRVIEW VILLAGE,"Barangay FAIRVIEW VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Evening,556
2/2/2016,2:05:00 PM,rainy,QUEZON HILL PROPER,"Barangay QUEZON HILL PROPER, Baguio City, Benguet, Philippines",Residential ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Afternoon,249
2/3/2016,6:30:00 PM,clear,SCOUT BARRIO,"Barangay SCOUT BARRIO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Evening,490
2/3/2016,5:00:00 PM,foggy,LOAKAN-APUGAN,"Barangay LOAKAN-APUGAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Illegal Overtaking,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Evening,199
2/4/2016,4:25:00 AM,rainy,"MAGSAYSAY, LOWER","Barangay MAGSAYSAY, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Morning,578
2/4/2016,4:50:00 PM,clear,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Afternoon,704
2/4/2016,12:30:00 AM,foggy,ENGINEERS' HILL,"Barangay ENGINEERS' HILL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Morning,292
2/5/2016,5:00:00 PM,rainy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Evening,636
2/5/2016,11:35:00 AM,rainy,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Morning,337
2/5/2016,1:10:00 AM,foggy,PACDAL,"Barangay PACDAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Traffic Congestion,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Morning,247
2/5/2016,6:50:00 PM,rainy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Evening,696
2/6/2016,8:00:00 AM,clear,TRANCOVILLE,"Barangay TRANCOVILLE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (FILED-ARRESTED),dry,Morning,924
2/6/2016,11:15:00 PM,foggy,BURNHAM-LEGARDA,"Barangay BURNHAM-LEGARDA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),damp,Evening,71
2/6/2016,2:20:00 PM,clear,SCOUT BARRIO,"Barangay SCOUT BARRIO, Baguio City, Benguet, Philippines",Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),dry,Afternoon,677
2/6/2016,7:15:00 PM,rainy,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),wet,Evening,222
2/6/2016,2:45:00 PM,rainy,ST. JOSEPH (NAVY BASE),"Barangay ST. JOSEPH (NAVY BASE), Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Afternoon,963
2/6/2016,10:30:00 AM,clear,GIBRALTAR,"Barangay GIBRALTAR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Morning,502
2/6/2016,3:55:00 PM,rainy,SANTO TOMAS PROPER,"Barangay SANTO TOMAS PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Afternoon,316
2/6/2016,8:00:00 AM,foggy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (FILED-ARRESTED),damp,Morning,305
2/6/2016,10:30:00 AM,rainy,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Morning,112
2/7/2016,5:20:00 PM,clear,PADRE BURGOS,"Barangay PADRE BURGOS, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),dry,Evening,726
2/7/2016,12:30:00 AM,foggy,PINGET,"Barangay PINGET, Baguio City, Benguet, Philippines",Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Morning,708
2/7/2016,1:30:00 PM,rainy,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Afternoon,6
2/7/2016,8:00:00 AM,clear,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Morning,936
2/7/2016,3:15:00 PM,foggy,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Afternoon,584
2/8/2016,6:10:00 PM,clear,KABAYANIHAN,"Barangay KABAYANIHAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Evening,911
2/8/2016,12:45:00 PM,rainy,IMELDA VILLAGE,"Barangay IMELDA VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Afternoon,269
2/9/2016,7:30:00 PM,rainy,IMELDA BARANGAY,"Barangay IMELDA BARANGAY, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Evening,633
2/9/2016,7:30:00 PM,rainy,PALMA-URBANO,"Barangay PALMA-URBANO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Evening,284
2/9/2016,3:30:00 PM,clear,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),dry,Afternoon,955
2/9/2016,8:00:00 PM,foggy,SOUTH DRIVE,"Barangay SOUTH DRIVE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (FILED-ARRESTED),damp,Evening,406
2/9/2016,10:00:00 PM,clear,DONTOGAN,"Barangay DONTOGAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Evening,290
